surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
2,82,B,2:88,"Nous avons donné la livre de la loi à Moïse, et nous l’avons fait suivre par d’autres envoyés ; nous avons accordé à Jésus, fils de Marie, des signes manifestés (de sa mission) et nous l’avons fortifié par l’esprit de la sainteté toutes les fois qu’un envoyé (du Seigneur) vous a apporté une révélation qui ne flattait pas vos passions, vous vous êtes enflés d’orgueil ; Vous avez traité les uns de menteurs et vous en avez assassiné d’autres.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,83,B,2:89,"Mais ils disent : Nos cœurs sont incirconcis. — Oui, certes, Dieu les a maudits à cause de leur incrédulité. Oh ! que le nombre des croyants est petit !","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,84,B,2:90,"Quand ils reçurent de la part de Dieu un livre confirmant leurs Écritures, — auparavant ils priaient Dieu de leur accorder la victoire sur les infidèles, — ce livre qui leur avait été prédit, ils ont refusé d’y ajouter foi. Que la malédiction de Dieu atteigne les infidèles !","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,85,B,2:91,"C’est un vil prix que celui pour lequel ils se sont vendus eux-mêmes. Ils ne croient point à ce qui est envoyé d’en haut, par jalousie, parce que Dieu a, par l’effet de sa grâce, envoyé un livre à celui d’entre ses serviteurs qu’il a voulu. Ils s’attirent de la part de Dieu colère sur colère. Un châtiment ignominieux est préparé aux infidèles.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,86,B,2:92,"Lorsqu’on leur dit : Croyez à ce que Dieu a envoyé d’en haut, ils répondent : Nous croyons à ce qui nous a été envoyé d’en haut à nous ; et ils ne croient pas à ce qui est venu depuis : et cependant ce livre confirme leurs Écritures. Dis-leur : Pourquoi donc avez-vous tués les envoyés du Seigneur, si vous aviez la foi ?","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,87,B,2:93,"Moïse était venu au milieu de vous avec des signes manifestes, et en son absence, vous avez pris le veau d’or pour l’objet de votre adoration. N’avez-vous donc pas agi avec iniquité ?","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,88,B,2:94,"Lorsque nous eûmes accepté votre alliance et élevé au-dessus de vos têtes le mont Sinaï, nous fîmes entendre ces paroles : Recevez nos lois avec une ferme résolution de les observer, et écoutez-les. Ils répondirent : Nous avons entendu, mais nous n’obéirons pas ; et leurs cœurs étaient encore abreuvés du culte du veau. Dis-leur : Détestables suggestions que celles que vous inspire votre croyance, si vous en avez une !","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,89,B,2:95,"Dis-leur : S’il est vrai qu’un séjour éternel à l’exclusion du reste des hommes, vous soit réservé auprès de Dieu, comme vous le prétendez, vous les juifs, osez désirer la mort, si vous êtes sincères dans ce que vous avancez.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,90,B,2:96,"Mais non, ils ne la demanderont jamais, à cause des œuvres de leurs mains, et Dieu connaît les pervers.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,91,B,2:97,"Tu les trouveras plus avides de vivre que tous les autres hommes, que les idolâtres même ; tel d’entre eux désire vivre mille ans ; mais il ne saura rien changer au supplice, par cela seulement qu’il aura vécu de longues années, car Dieu voit leurs actions.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,92,B,2:98,"Dis : Qui se déclarera l’ennemi de Gabriel ? C’est lui qui, par la permission de Dieu, a déposé sur ton cœur le livre destiné à confirmer les livres sacrés venus avant lui pour servir de direction et annoncer d’heureuses nouvelles aux croyants.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,93,B,2:99,"Celui qui sera l’ennemi du Seigneur, de ses anges, de ses envoyés, de Gabriel et de Michel, aura Dieu pour ennemi, car Dieu hait les infidèles.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,94,B,2:100,Car nous t’avons envoyé des signes manifestes ; Les pervers seuls refuseront d’y croire.,"ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,95,B,2:101,"Toutes les fois qu’ils prennent un engagement, s’en trouvera-t-il parmi eux qui le mettront de côté ? Oui, la plupart d’entre eux ne croient pas.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,96,B,2:102,"Lorsque l’apôtre vint au milieu d’eux de la part de Dieu, confirmant leurs livres sacrés, une partie d’entre ceux qui ont reçu les Écritures jetèrent derrière leur dos le livre de Dieu, comme s’ils ne le connaissaient pas.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,97,B,2:103,"Ils suivent ce que les démons avaient imaginé sur le pouvoir de Salomon ; mais ce n’est pas Salomon qui fut infidèle, ce sont les démons. Ils enseignent aux hommes la magie et la science qui était descendue d’en haut sur les deux anges de Babel, Harout et Marout. Ceux-ci n’instruisaient personne dans leur art sans dire : Nous sommes la tentation, prends garde de devenir infidèle. Les hommes apprenaient d’eux les moyens de semer la désunion entre l’homme et sa femme : mais les anges ne faisaient du mal à qui que ce soit sans la permission de Dieu ; cependant les hommes apprenaient ce qui leur était nuisible, et non pas ce qui pouvait leur être utile, et ils savaient que celui qui avait acheté cet art était déshérité de toute part dans la vie future. Vil prix que celui pour lequel ils se sont livrés eux-mêmes. Ah ! s’ils l’eussent su !","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,98,B,2:104,Ah ! s’ils avaient cru et s’ils avaient craint Dieu ! la récompense de la part de Dieu eût mieux valu. Ah ! s’ils l’eussent su !,"ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,99,B,2:105,"Ô vous qui croyez ! ne vous servez pas du mot raïna (observez-nous), dites ondhorna (regardez-nous). Obéissez à cet ordre. Un châtiment douloureux attend les infidèles.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,100,B,2:106,"Ceux qui possèdent les Écritures, ainsi que les idolâtres, ne veulent pas qu’une faveur quelconque descende sur vous de la part de votre Seigneur ; mais Dieu honore particulièrement de grâces celui qu’il veut ; or il est le maître de grandes faveurs.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,101,B,2:107,"Nous n’abrogerons aucun verset de ce livre, ni n’en ferons effacer un seul de ta mémoire sans le remplacer par un autre ; meilleur ou pareil. Ne sais-tu pas que Dieu est tout-puissant ?","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,102,B,2:108,"Ne sais-tu pas que l’empire du ciel et de la terre appartient à Dieu, et que vous n’avez d’autre protecteur ni de défenseur que lui ?","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,103,B,2:109,"Voudriez-vous demander à votre prophète (à Mohammed) ce qu’on demandait à Moïse autrefois. Sachez donc que celui qui échange la foi contre l’incrédulité, celui-là quitte le beau milieu du chemin.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,104,B,2:110,"Beaucoup d’entre ceux qui possèdent les Écritures désireraient vous ramener à l’infidélité après que vous avez déjà cru, (c’est par pure jalousie), et après que la vérité s’est montrée clairement à leurs yeux. Pardonnez-leur ; passez outre, jusqu’à ce que Dieu fasse surgir une de ses œuvres.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
2,105,B,2:111,"Acquittez-vous avec exactitude de la prière, faites l’aumône ; le bien que vous aurez fait, vous le retrouverez auprès de Dieu, qui voit vos actions.","ACTUAL li count (287) != declared/Flugel count (286); indices below are DECLARED/Flugel-numbering-based, not necessarily actual li position after the point of internal divergence"
